Time_off,ID_off,Time_on,ID_on
0.04281,-2.29353e-10,0.02827,-7.1375e-10
0.20029,-2.27738e-10,0.20061,-7.18179e-10
0.40033,-2.24361e-10,0.40066,-7.19925e-10
0.60029,-2.23518e-10,0.60061,-7.26916e-10
0.80028,-2.24313e-10,0.80061,-7.25693e-10
1.00029,-2.24233e-10,1.00061,-7.26586e-10
1.20028,-2.25967e-10,1.20066,-7.25549e-10
1.40029,-2.2435e-10,1.40061,-7.26427e-10
1.60028,-2.21747e-10,1.60061,-7.2889e-10
1.80033,-2.25776e-10,1.80061,-7.28545e-10
2.00033,-2.23952e-10,2.00061,-7.26274e-10
2.20034,-2.25309e-10,2.20061,-7.35576e-10
2.40029,-2.24321e-10,2.40066,-7.33514e-10
2.60034,-2.20009e-10,2.60061,-7.41301e-10
2.80029,-2.16852e-10,2.80061,-7.43924e-10
3.00029,-2.20218e-10,3.00061,-7.37259e-10
3.20028,-2.22527e-10,3.20061,-7.36145e-10
3.40029,-2.17068e-10,3.40061,-7.39808e-10
3.60029,-2.1906e-10,3.60061,-7.38159e-10
3.80029,-2.23175e-10,3.80061,-7.50795e-10
4.00029,-2.19146e-10,4.00066,-7.54511e-10
4.20033,-2.19446e-10,4.20061,-7.49943e-10
4.40029,-2.13276e-10,4.40061,-7.52254e-10
4.60029,-2.12946e-10,4.60061,-7.56134e-10
4.80029,-2.12957e-10,4.80061,-7.58026e-10
5.00029,-2.12192e-10,5.00061,-7.55874e-10
5.20033,-2.12413e-10,5.20061,-7.57148e-10
5.40029,-2.13132e-10,5.40066,-7.60569e-10
5.60028,-2.0988e-10,5.60066,-7.64332e-10
5.80029,-2.10882e-10,5.80061,-7.72473e-10
6.00029,-2.08387e-10,6.00061,-7.69387e-10
6.20029,-2.06917e-10,6.20061,-7.67205e-10
6.40029,-2.07539e-10,6.40061,-7.705e-10
6.60029,-2.07094e-10,6.60061,-7.70572e-10
6.80029,-2.06167e-10,6.80066,-7.70388e-10
7.00033,-2.1011e-10,7.00061,-7.69133e-10
7.20029,-2.11654e-10,7.20066,-7.75626e-10
7.40028,-2.06199e-10,7.40061,-7.7506e-10
7.60033,-2.07208e-10,7.60061,-7.71438e-10
7.80028,-2.05192e-10,7.80061,-7.71376e-10
8.00029,-2.01763e-10,8.00061,-7.73945e-10
8.20028,-2.04536e-10,8.20061,-7.69167e-10
8.40033,-2.02457e-10,8.40061,-7.72086e-10
8.60029,-2.02284e-10,8.60062,-7.71239e-10
8.80029,-2.01813e-10,8.80066,-7.74175e-10
9.00029,-2.00928e-10,9.00061,-7.7344e-10
9.20029,-1.99062e-10,9.20066,-7.82295e-10
9.40029,-1.97205e-10,9.40061,-7.81265e-10
9.60034,-2.02529e-10,9.60061,-7.70833e-10
9.80034,-2.00504e-10,9.80061,-7.76871e-10
10.00029,-2.01299e-10,10.00061,-7.75508e-10
10.20034,-2.00127e-10,10.20061,-7.85054e-10
10.40034,-2.00377e-10,10.40066,-7.85048e-10
10.60029,-1.99955e-10,10.60061,-7.74907e-10
10.80029,-1.94138e-10,10.80061,-7.67881e-10
11.00034,-1.93471e-10,11.00061,-7.72982e-10
11.20034,-1.93265e-10,11.20061,-7.73653e-10
11.40029,-1.93708e-10,11.40066,-7.69516e-10
11.60029,-1.97847e-10,11.60061,-7.75367e-10
11.80029,-1.97311e-10,11.80061,-7.87564e-10
12.00034,-1.96718e-10,12.00061,-7.7889e-10
12.20034,-1.93418e-10,12.20066,-7.79013e-10
12.40029,-1.9264e-10,12.40061,-7.80896e-10
12.60029,-1.94473e-10,12.60066,-7.72172e-10
12.80029,-1.94038e-10,12.80066,-7.78546e-10
13.00034,-1.9425e-10,13.00067,-7.76499e-10
13.20029,-1.91728e-10,13.20061,-7.88823e-10
13.40029,-1.94693e-10,13.40061,-7.83414e-10
13.60029,-1.93917e-10,13.60061,-7.81089e-10
13.80034,-1.90581e-10,13.80061,-7.90628e-10
14.00034,-1.89125e-10,14.00066,-7.90925e-10
14.20029,-1.87451e-10,14.20066,-7.83488e-10
14.40029,-1.90118e-10,14.40067,-7.86714e-10
14.60029,-1.90327e-10,14.60061,-7.87796e-10
14.80029,-1.95334e-10,14.80066,-7.87027e-10
15.00029,-1.93034e-10,15.00061,-7.88013e-10
15.20029,-1.88678e-10,15.20062,-7.93762e-10
15.40029,-1.90403e-10,15.40061,-7.92274e-10
15.60029,-1.87675e-10,15.60062,-7.82156e-10
15.80034,-1.87089e-10,15.80066,-7.90544e-10
16.00034,-1.91562e-10,16.00061,-7.90765e-10
16.20029,-1.90763e-10,16.20061,-7.89294e-10
16.40029,-1.86519e-10,16.40061,-7.98138e-10
16.60029,-1.89446e-10,16.60066,-7.90773e-10
16.80034,-1.87468e-10,16.80061,-7.89436e-10
17.00029,-1.84447e-10,17.00066,-7.9359e-10
17.20029,-1.85819e-10,17.20061,-7.84012e-10
17.40034,-1.86988e-10,17.40061,-7.88246e-10
17.60029,-1.85154e-10,17.60066,-7.93172e-10
17.80029,-1.87504e-10,17.80061,-7.96869e-10
18.00029,-1.8938e-10,18.00067,-7.96811e-10
18.20034,-1.87046e-10,18.20066,-7.89305e-10
18.40029,-1.92881e-10,18.40061,-7.89675e-10
18.60029,-1.90051e-10,18.60061,-7.84948e-10
18.80034,-1.88824e-10,18.80061,-7.87661e-10
19.00029,-1.84224e-10,19.00066,-7.90781e-10
19.20029,-1.87588e-10,19.20066,-7.91265e-10
19.40029,-1.90413e-10,19.40061,-7.88522e-10
19.60029,-1.88321e-10,19.60061,-7.89545e-10
19.80029,-1.89247e-10,19.80066,-7.94973e-10
20.00029,-1.8742e-10,20.00061,-7.98013e-10
20.20029,-1.86903e-10,20.20061,-7.85234e-10
20.40029,-1.88287e-10,20.40066,-7.86975e-10
20.60034,-1.93742e-10,20.60061,-7.87091e-10
20.80029,-1.92338e-10,20.80061,-7.85297e-10
21.00029,-1.87344e-10,21.00061,-7.92384e-10
21.20034,-1.91555e-10,21.20061,-7.92547e-10
