Time_off,ID_off,Time_on,ID_on
0.04281,-2.6827e-10,0.02827,-7.45114e-10
0.20029,-2.62051e-10,0.20061,-7.44846e-10
0.40033,-2.61432e-10,0.40066,-7.46359e-10
0.60029,-2.61234e-10,0.60061,-7.53882e-10
0.80028,-2.61475e-10,0.80061,-7.47986e-10
1.00029,-2.58884e-10,1.00061,-7.48563e-10
1.20028,-2.59251e-10,1.20066,-7.53596e-10
1.40029,-2.6053e-10,1.40061,-7.53551e-10
1.60028,-2.60542e-10,1.60061,-7.54547e-10
1.80033,-2.59921e-10,1.80061,-7.61236e-10
2.00033,-2.60787e-10,2.00061,-7.63246e-10
2.20034,-2.59194e-10,2.20061,-7.61204e-10
2.40029,-2.59892e-10,2.40066,-7.58278e-10
2.60034,-2.60767e-10,2.60061,-7.61172e-10
2.80029,-2.59154e-10,2.80061,-7.59353e-10
3.00029,-2.61679e-10,3.00061,-7.54708e-10
3.20028,-2.62741e-10,3.20061,-7.55082e-10
3.40029,-2.60603e-10,3.40061,-7.55508e-10
3.60029,-2.55411e-10,3.60061,-7.60592e-10
3.80029,-2.56763e-10,3.80061,-7.64105e-10
4.00029,-2.63247e-10,4.00066,-7.67772e-10
4.20033,-2.57253e-10,4.20061,-7.66718e-10
4.40029,-2.53949e-10,4.40061,-7.68139e-10
4.60029,-2.53658e-10,4.60061,-7.67824e-10
4.80029,-2.55162e-10,4.80061,-7.7274e-10
5.00029,-2.51244e-10,5.00061,-7.75874e-10
5.20033,-2.54413e-10,5.20061,-7.81808e-10
5.40029,-2.52961e-10,5.40066,-7.82341e-10
5.60028,-2.51077e-10,5.60066,-7.82305e-10
5.80029,-2.49974e-10,5.80061,-7.82921e-10
6.00029,-2.52137e-10,6.00061,-7.80733e-10
6.20029,-2.53554e-10,6.20061,-7.85036e-10
6.40029,-2.51309e-10,6.40061,-7.85976e-10
6.60029,-2.44558e-10,6.60061,-7.88673e-10
6.80029,-2.47892e-10,6.80066,-7.92223e-10
7.00033,-2.48112e-10,7.00061,-7.87208e-10
7.20029,-2.43323e-10,7.20066,-7.87571e-10
7.40028,-2.46268e-10,7.40061,-7.82747e-10
7.60033,-2.45334e-10,7.60061,-7.8961e-10
7.80028,-2.42819e-10,7.80061,-7.90698e-10
8.00029,-2.48009e-10,8.00061,-7.92619e-10
8.20028,-2.49354e-10,8.20061,-7.96713e-10
8.40033,-2.49735e-10,8.40061,-8.0153e-10
8.60029,-2.46266e-10,8.60062,-7.93901e-10
8.80029,-2.40288e-10,8.80066,-7.96861e-10
9.00029,-2.40829e-10,9.00061,-7.97382e-10
9.20029,-2.40978e-10,9.20066,-7.95399e-10
9.40029,-2.36176e-10,9.40061,-7.95371e-10
9.60034,-2.40217e-10,9.60061,-7.96883e-10
9.80034,-2.38966e-10,9.80061,-8.00564e-10
10.00029,-2.46251e-10,10.00061,-7.98783e-10
10.20034,-2.41863e-10,10.20061,-7.9685e-10
10.40034,-2.35434e-10,10.40066,-8.0081e-10
10.60029,-2.36672e-10,10.60061,-7.99627e-10
10.80029,-2.38737e-10,10.80061,-7.94811e-10
11.00034,-2.32473e-10,11.00061,-7.93987e-10
11.20034,-2.35895e-10,11.20061,-7.90408e-10
11.40029,-2.33218e-10,11.40066,-7.96691e-10
11.60029,-2.38679e-10,11.60061,-7.9963e-10
11.80029,-2.36992e-10,11.80061,-8.03158e-10
12.00034,-2.37055e-10,12.00061,-7.98868e-10
12.20034,-2.30348e-10,12.20066,-7.97962e-10
12.40029,-2.34266e-10,12.40061,-8.04067e-10
12.60029,-2.32714e-10,12.60066,-8.03432e-10
12.80029,-2.3273e-10,12.80066,-8.02656e-10
13.00034,-2.3267e-10,13.00067,-8.04783e-10
13.20029,-2.35048e-10,13.20061,-8.00885e-10
13.40029,-2.32625e-10,13.40061,-7.98881e-10
13.60029,-2.33884e-10,13.60061,-7.97476e-10
13.80034,-2.33246e-10,13.80061,-7.99682e-10
14.00034,-2.36031e-10,14.00066,-7.99861e-10
14.20029,-2.36753e-10,14.20066,-8.0341e-10
14.40029,-2.37271e-10,14.40067,-8.0165e-10
14.60029,-2.32358e-10,14.60061,-7.97463e-10
14.80029,-2.36457e-10,14.80066,-8.00684e-10
15.00029,-2.31236e-10,15.00061,-8.02154e-10
15.20029,-2.28596e-10,15.20062,-8.04616e-10
15.40029,-2.28621e-10,15.40061,-8.0241e-10
15.60029,-2.33216e-10,15.60062,-8.01525e-10
15.80034,-2.29915e-10,15.80066,-8.02879e-10
16.00034,-2.33054e-10,16.00061,-8.01854e-10
16.20029,-2.3765e-10,16.20061,-8.06105e-10
16.40029,-2.30866e-10,16.40061,-8.05141e-10
16.60029,-2.32629e-10,16.60066,-8.05684e-10
16.80034,-2.31997e-10,16.80061,-8.0167e-10
17.00029,-2.35084e-10,17.00066,-7.99377e-10
17.20029,-2.34233e-10,17.20061,-8.0118e-10
17.40034,-2.29352e-10,17.40061,-7.97858e-10
17.60029,-2.28955e-10,17.60066,-8.02102e-10
17.80029,-2.31866e-10,17.80061,-8.04776e-10
18.00029,-2.23541e-10,18.00067,-8.06754e-10
18.20034,-2.25932e-10,18.20066,-8.04767e-10
18.40029,-2.22089e-10,18.40061,-8.01013e-10
18.60029,-2.22099e-10,18.60061,-7.98168e-10
18.80034,-2.23432e-10,18.80061,-7.966e-10
19.00029,-2.23281e-10,19.00066,-8.07614e-10
19.20029,-2.26055e-10,19.20066,-8.09871e-10
19.40029,-2.27552e-10,19.40061,-8.09486e-10
19.60029,-2.22281e-10,19.60061,-8.06945e-10
19.80029,-2.25938e-10,19.80066,-8.04511e-10
20.00029,-2.2158e-10,20.00061,-8.06318e-10
20.20029,-2.22628e-10,20.20061,-8.08865e-10
20.40029,-2.1945e-10,20.40066,-8.07475e-10
20.60034,-2.25252e-10,20.60061,-8.00017e-10
20.80029,-2.23418e-10,20.80061,-8.01278e-10
21.00029,-2.24204e-10,21.00061,-8.07799e-10
21.20034,-2.27914e-10,21.20061,-8.05257e-10
21.40029,-2.3348e-10,21.40061,-8.0582e-10
21.60034,-2.25846e-10,21.60061,-8.05457e-10
21.80029,-2.23847e-10,21.80061,-8.04418e-10
22.00029,-2.29817e-10,22.00066,-8.02791e-10
22.20029,-2.25554e-10,22.20061,-8.021e-10
22.40034,-2.22134e-10,22.40061,-8.06448e-10
22.60029,-2.29458e-10,22.60061,-8.08502e-10
22.80029,-2.23477e-10,22.80061,-8.08327e-10
23.00029,-2.30235e-10,23.00061,-8.09094e-10
23.20029,-2.285e-10,23.20066,-8.06453e-10
23.40034,-2.27625e-10,23.40061,-8.06704e-10
23.60034,-2.29939e-10,23.60061,-8.07497e-10
23.80029,-2.30086e-10,23.80066,-8.08663e-10
24.00034,-2.3049e-10,24.00061,-8.04548e-10
24.20029,-2.24239e-10,24.20066,-8.03422e-10
24.40029,-2.26489e-10,24.40061,-8.00749e-10
24.60029,-2.25281e-10,24.60066,-8.05658e-10
24.80034,-2.22023e-10,24.80061,-8.05245e-10
25.00029,-2.24088e-10,25.00061,-7.99183e-10
